City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
152,Molo,KE,-0.2479,35.7374,54.77,96,99,3.87,light rain
153,Apatlaco,MX,18.7833,-98.95,87.78,14,34,5.55,scattered clouds
154,Egvekinot,RU,66.3167,-179.1667,3.99,85,9,0.31,clear sky
155,Zhigalovo,RU,54.8097,105.1578,-0.06,100,96,3.83,overcast clouds
156,Cap Malheureux,MU,-19.9842,57.6142,76.46,85,0,1.99,clear sky
157,Katsuura,JP,35.1333,140.3,55.09,81,82,11.3,broken clouds
158,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,90,0,9.22,clear sky
159,Thompson,CA,55.7435,-97.8558,14.76,65,23,1.48,few clouds
160,Srednekolymsk,RU,67.45,153.6833,6.24,81,45,3.36,scattered clouds
161,Gizo,SB,-8.103,156.8419,82.85,76,75,5.61,light rain
162,Mundo Nuevo,MX,18.7,-95.5,74.08,67,7,15.75,clear sky
163,Mustasaari,FI,63.1142,21.6822,37.89,93,40,13.8,scattered clouds
164,Bengkulu,ID,-3.8004,102.2655,73.4,88,74,5.32,broken clouds
165,Corowa,AU,-36.0333,146.3833,73.0,57,85,4.7,overcast clouds
166,Cidreira,BR,-30.1811,-50.2056,69.31,80,0,7.52,clear sky
167,Upernavik,GL,72.7868,-56.1549,16.02,76,96,3.53,overcast clouds
168,Innisfail,AU,-17.5333,146.0333,79.45,75,31,3.44,scattered clouds
169,Arawa,PG,-6.2132,155.5367,84.45,72,93,4.09,overcast clouds
170,Verkh-Usugli,RU,52.7,115.1667,10.35,84,37,5.7,scattered clouds
171,Charters Towers,AU,-20.1,146.2667,77.88,66,4,2.17,clear sky
172,Nuuk,GL,64.1835,-51.7216,32.61,64,20,2.3,few clouds
173,Lerwick,GB,60.1545,-1.1494,46.4,87,4,17.63,clear sky
174,Maryville,US,35.7565,-83.9705,53.85,22,20,10.36,few clouds
175,Port Lincoln,AU,-34.7333,135.8667,66.76,80,20,8.32,few clouds
176,Georgetown,MY,5.4112,100.3354,80.53,83,20,0.0,few clouds
177,Pacific Grove,US,36.6177,-121.9166,66.42,63,0,8.05,clear sky
178,Ibra,OM,22.6906,58.5334,73.87,33,0,0.96,clear sky
179,Peniche,PT,39.3558,-9.3811,63.28,69,100,13.15,overcast clouds
180,Kaeo,NZ,-35.1,173.7833,73.33,64,2,2.91,clear sky
181,Santa Vitoria,BR,-18.8386,-50.1214,74.98,80,95,4.03,overcast clouds
182,Mpika,ZM,-11.8343,31.4529,62.85,98,95,4.27,light rain
183,La Libertad,EC,-2.2333,-80.9,80.26,83,75,8.05,broken clouds
184,Oranjemund,NA,-28.55,16.4333,63.09,67,0,1.83,clear sky
185,Pudem,RU,58.3044,52.1675,20.82,94,99,8.86,overcast clouds
186,Hermanus,ZA,-34.4187,19.2345,65.8,67,98,3.15,overcast clouds
187,Bada,RU,51.392,109.8717,15.57,97,95,3.69,overcast clouds
188,Waitati,NZ,-45.75,170.5667,63.81,75,0,8.9,light rain
189,Zharkent,KZ,44.1628,80.0,41.04,78,100,0.89,overcast clouds
190,Salalah,OM,17.0151,54.0924,77.09,50,0,1.14,clear sky
191,Souillac,MU,-20.5167,57.5167,76.91,79,11,7.02,few clouds
192,Wukari,NG,7.85,9.7833,79.66,16,6,4.83,clear sky
193,Qesarya,IL,32.5189,34.9046,50.34,79,0,4.85,clear sky
194,Bonthe,SL,7.5264,-12.505,78.35,85,81,3.2,light rain
195,Portland,US,45.5234,-122.6762,69.91,59,75,3.44,broken clouds
196,Saurimo,AO,-9.6608,20.3916,65.19,98,85,4.32,light rain
197,Camacha,PT,33.0833,-16.3333,56.62,77,20,4.61,few clouds
198,Castro,BR,-24.7911,-50.0119,64.36,79,5,0.45,clear sky
199,Salcedo,PH,12.8105,121.4674,79.02,82,48,6.08,scattered clouds
200,Kyra,RU,49.5776,111.9753,19.29,77,97,5.73,overcast clouds
201,Ubinskoye,RU,55.3068,79.6802,0.86,98,78,5.48,broken clouds
202,Guerrero Negro,MX,27.9769,-114.0611,69.46,53,100,12.28,overcast clouds
203,Ahipara,NZ,-35.1667,173.1667,69.82,57,0,5.53,clear sky
204,Lamar,US,33.6668,-95.5836,84.11,23,0,8.05,clear sky
205,Tabuk,PH,17.4189,121.4443,75.27,82,3,2.39,clear sky
