City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
162,Gamba,87,GA,2022-03-25 02:46:39,91,-2.65,10.0,77.74,4.7
163,Barra,33,BR,2022-03-25 02:46:39,61,-11.0894,-43.1417,77.02,8.1
164,Katsuura,37,JP,2022-03-25 02:46:40,50,35.1333,140.3,57.29,8.95
165,Cape Town,0,ZA,2022-03-25 02:46:40,67,-33.9258,18.4232,63.27,19.57
166,Bonavista,80,CA,2022-03-25 02:46:41,78,48.6499,-53.1147,28.13,27.56
167,Methven,98,NZ,2022-03-25 02:46:41,65,-43.6333,171.65,62.02,1.99
168,Homer,100,US,2022-03-25 02:46:42,86,59.6425,-151.5483,37.8,21.85
169,Hermanus,100,ZA,2022-03-25 02:46:42,73,-34.4187,19.2345,58.8,16.67
170,Sitka,100,US,2022-03-25 02:46:42,57,57.0531,-135.33,46.29,14.97
171,Maswa,74,TZ,2022-03-25 02:46:43,88,-2.6833,33.9833,64.87,2.39
172,Cabedelo,73,BR,2022-03-25 02:46:43,82,-6.9811,-34.8339,75.87,7.27
173,Dangriga,100,BZ,2022-03-25 02:46:44,88,16.9692,-88.2321,75.34,12.48
174,Vanimo,100,PG,2022-03-25 02:46:44,75,-2.6741,141.3028,83.71,6.55
175,La Ronge,100,CA,2022-03-25 02:46:45,58,55.1001,-105.2842,23.25,17.27
176,Praya,40,CV,2022-03-25 02:46:45,72,14.9215,-23.5087,66.74,17.27
177,Agadez,68,NE,2022-03-25 02:46:46,16,19.75,10.25,65.88,8.81
178,Saldanha,0,ZA,2022-03-25 02:46:46,87,-33.0117,17.9442,59.05,16.58
179,Manyana,100,BW,2022-03-25 02:46:46,68,-23.4,21.7167,66.83,1.81
180,Los Llanos De Aridane,0,ES,2022-03-25 02:46:47,78,28.6585,-17.9182,56.12,4.61
181,Dicabisagan,21,PH,2022-03-25 02:46:47,67,17.0818,122.4157,85.57,6.58
182,Muroto,41,JP,2022-03-25 02:46:48,60,33.2833,134.15,59.92,3.31
183,Arroyo,100,ES,2022-03-25 02:46:48,90,41.6096,-4.7969,47.07,9.22
184,Sokolovskoye,100,RU,2022-03-25 02:46:48,99,45.2583,40.6797,35.26,5.68
185,Tigil,82,RU,2022-03-25 02:47:49,77,57.8,158.6667,24.4,10.6
186,Zlobin,0,HR,2022-03-25 02:47:50,61,45.2924,14.6541,39.61,2.3
187,El Sauzal,36,MX,2022-03-25 02:47:50,80,31.9,-116.6833,62.42,1.23
188,Kleive,100,NO,2022-03-25 02:47:50,93,62.7954,7.6359,46.72,24.16
189,Saint-Augustin,100,CA,2022-03-25 02:47:51,92,51.226,-58.6502,15.67,4.88
190,Salta,100,AR,2022-03-25 02:43:02,87,-24.7859,-65.4117,54.19,8.05
191,Thompson,100,CA,2022-03-25 02:47:51,86,55.7435,-97.8558,19.56,19.57
192,High Level,40,CA,2022-03-25 02:45:13,53,58.5169,-117.136,15.91,5.75
193,Yulara,0,AU,2022-03-25 02:47:52,32,-25.2406,130.9889,84.04,18.41
194,Faanui,23,PF,2022-03-25 02:47:52,73,-16.4833,-151.75,81.59,13.42
195,Qaqortoq,100,GL,2022-03-25 02:47:53,70,60.7167,-46.0333,21.9,6.67
196,Pitimbu,97,BR,2022-03-25 02:47:53,82,-7.4706,-34.8086,75.79,7.31
197,Vestmannaeyjar,100,IS,2022-03-25 02:47:54,83,63.4427,-20.2734,43.12,16.6
198,Andenes,40,NO,2022-03-25 02:47:54,86,69.3143,16.1194,26.58,8.05
