City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Valparaiso,CL,-33.0393,-71.6273,64.04,67,0,4.61,clear sky
348,Novobelokatay,RU,55.7062,58.9549,37.83,76,100,13.58,overcast clouds
349,Oistins,BB,13.0667,-59.5333,82.49,65,40,19.57,scattered clouds
350,Haines Junction,CA,60.7522,-137.5108,12.15,79,68,2.3,broken clouds
351,Faanui,PF,-16.4833,-151.75,80.76,75,22,10.2,light rain
352,Margate,GB,51.3813,1.3862,48.69,86,7,4.0,clear sky
353,Necochea,AR,-38.5473,-58.7368,70.14,57,1,23.67,clear sky
354,Monte Alegre,BR,-2.0078,-54.0692,83.19,68,100,4.94,moderate rain
355,Konevo,RU,62.1215,39.3192,20.32,75,88,13.42,overcast clouds
356,Capitao Poco,BR,-1.7464,-47.0594,85.28,69,100,7.02,overcast clouds
357,Moron,AR,-34.6534,-58.6198,76.01,51,0,7.85,clear sky
358,Richards Bay,ZA,-28.783,32.0377,76.1,73,2,6.85,clear sky
359,Palauig,PH,15.435,119.9045,81.7,76,55,3.83,broken clouds
360,Kendari,ID,-3.945,122.4989,76.73,89,100,2.98,overcast clouds
361,Boissevain,CA,49.2306,-100.0559,12.63,52,65,7.65,broken clouds
362,Ponta Delgada,PT,37.7333,-25.6667,65.12,72,20,20.71,few clouds
363,Artyom,AZ,40.4723,50.333,59.14,68,4,28.63,clear sky
364,Kampot,KH,10.6167,104.1833,82.45,79,10,5.46,clear sky
365,Channel-Port Aux Basques,CA,47.5702,-59.1367,37.63,98,100,23.91,overcast clouds
366,Nsukka,NG,6.8561,7.3927,100.26,18,80,8.32,broken clouds
367,Raga,SS,8.4596,25.678,94.37,7,100,7.63,overcast clouds
368,Liverpool,GB,53.4106,-2.9779,65.28,59,40,5.75,scattered clouds
369,Srednekolymsk,RU,67.45,153.6833,-6.27,100,97,7.09,overcast clouds
370,Sijunjung,ID,-0.6876,100.9537,73.29,83,35,2.59,scattered clouds
371,Paamiut,GL,61.994,-49.6678,31.26,64,97,3.71,overcast clouds
372,Tiznit,MA,29.5833,-9.5,79.81,15,100,20.92,overcast clouds
373,Viedma,AR,-40.8135,-62.9967,70.52,29,0,15.73,clear sky
374,Jishou,CN,28.3167,109.7167,54.37,87,100,0.92,overcast clouds
375,Bani,DO,18.2833,-70.3333,82.85,58,19,7.52,few clouds
376,Buala,SB,-8.145,159.5921,79.3,84,100,4.65,light rain
377,Progreso,MX,21.2833,-89.6667,77.11,52,1,10.85,clear sky
378,Zhezkazgan,KZ,47.8043,67.7144,30.18,93,100,15.66,overcast clouds
379,Pemberton,CA,50.3164,-122.8027,40.69,100,100,1.14,overcast clouds
380,Baykit,RU,61.67,96.37,15.75,89,100,9.46,overcast clouds
381,Amga,RU,60.8953,131.9608,0.82,99,100,2.17,overcast clouds
382,Intipuca,SV,13.1969,-88.0544,80.55,39,86,5.66,overcast clouds
383,Lubao,PH,14.9167,120.55,82.47,76,57,2.19,broken clouds
384,Gigmoto,PH,13.7796,124.39,79.41,84,100,8.48,overcast clouds
385,Skibbereen,IE,51.55,-9.2667,58.1,71,0,13.47,clear sky
386,Barinas,VE,8.6226,-70.2075,89.69,43,87,8.14,overcast clouds
387,Sangar,RU,63.9242,127.4739,15.62,89,100,11.88,overcast clouds
388,Debre Tabor,ET,11.85,38.0167,73.71,13,86,11.05,overcast clouds
389,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,93,100,6.91,mist
390,Arraial Do Cabo,BR,-22.9661,-42.0278,85.96,62,0,6.91,clear sky
391,Port Lincoln,AU,-34.7333,135.8667,66.24,70,100,1.79,overcast clouds
392,Jurm,AF,36.8648,70.8342,52.27,66,71,1.14,broken clouds
393,Dingle,PH,10.9995,122.6711,77.77,83,100,6.6,overcast clouds
394,Pasto,CO,1.2136,-77.2811,53.76,88,100,2.01,light rain
395,Port Harcourt,NG,4.7774,7.0134,91.45,51,96,8.95,overcast clouds
396,Vao,NC,-22.6667,167.4833,75.96,75,84,17.69,broken clouds
397,Colmenar Viejo,ES,40.6591,-3.7676,57.72,67,98,1.99,overcast clouds
398,Kinsale,IE,51.7075,-8.5306,56.23,66,20,12.66,few clouds
399,Turinsk,RU,58.0458,63.696,24.93,81,100,14.99,overcast clouds
400,Lompoc,US,34.6391,-120.4579,56.12,81,100,20.0,overcast clouds
401,Cockburn Town,TC,21.4612,-71.1419,76.96,78,75,9.22,broken clouds
402,Vuktyl,RU,63.8567,57.3094,23.85,88,100,15.17,light snow
403,Araouane,ML,18.9048,-3.5265,101.43,7,18,4.99,few clouds
404,Pampa,US,35.5362,-100.9599,48.24,53,0,14.97,clear sky
405,Calvinia,ZA,-31.4707,19.776,85.15,16,38,13.62,scattered clouds
406,Constitucion,CL,-35.3333,-72.4167,64.04,53,74,9.4,broken clouds
407,Najran,SA,17.4924,44.1277,79.45,14,2,16.13,clear sky
408,Kloulklubed,PW,7.0419,134.2556,77.5,78,99,14.58,overcast clouds
409,Porto Belo,BR,-27.1578,-48.5531,81.25,65,0,6.02,clear sky
410,Canutama,BR,-6.5339,-64.3831,77.86,91,97,3.47,overcast clouds
411,Basco,PH,20.4487,121.9702,79.25,84,92,19.15,overcast clouds
412,Hay River,CA,60.8156,-115.7999,-7.62,84,75,6.91,broken clouds
413,Ugoofaaru,MV,5.6667,73.0,83.17,70,17,9.62,few clouds
414,Mangrol,IN,21.1167,70.1167,79.81,72,6,12.37,clear sky
415,Sobolevo,RU,54.4299,31.8996,27.23,57,39,16.08,scattered clouds
416,Flinders,AU,-34.5833,150.8552,68.18,94,92,5.99,light rain
417,Khani,GE,41.9563,42.9566,40.57,94,96,3.44,overcast clouds
418,Juneau,US,58.3019,-134.4197,35.22,95,75,0.0,broken clouds
419,Dicabisagan,PH,17.0818,122.4157,78.13,85,26,1.5,scattered clouds
420,Uige,AO,-7.6087,15.0613,83.48,62,63,1.28,light rain
421,Kamenka,RU,51.3223,42.7678,27.77,77,100,17.27,overcast clouds
422,Lianran,CN,24.9227,102.485,50.54,81,98,6.17,overcast clouds
423,Williston,US,48.147,-103.618,28.81,58,100,7.0,overcast clouds
424,Mizdah,LY,31.4451,12.9801,88.47,12,99,18.25,overcast clouds
425,Corredor,CR,8.64,-82.946,88.95,48,84,2.86,broken clouds
426,Bonavista,CA,48.6499,-53.1147,33.08,87,98,9.84,overcast clouds
427,Pemba,MZ,-12.974,40.5178,88.5,62,20,10.36,few clouds
428,Moche,PE,-8.1711,-79.0092,68.18,88,75,9.22,fog
429,Aitape,PG,-3.1374,142.3475,77.61,89,80,6.04,heavy intensity rain
430,Warner Robins,US,32.621,-83.5999,57.94,32,0,11.5,clear sky
431,Mokobeng,BW,-22.9965,27.6678,80.4,49,76,8.05,broken clouds
432,Limbang,MY,4.75,115.0,78.91,96,97,0.87,overcast clouds
433,Iskateley,RU,67.6803,53.1512,7.68,93,100,19.95,light snow
434,Xanxere,BR,-26.8769,-52.4042,68.11,51,0,2.8,clear sky
435,Churapcha,RU,62.0025,132.4325,-1.88,100,100,4.47,overcast clouds
436,Rio Branco,BR,-9.9747,-67.81,72.21,100,75,2.3,broken clouds
437,Lewiston,US,44.1003,-70.2148,49.14,59,0,6.91,clear sky
438,Trofors,NO,65.5333,13.4063,42.67,100,100,19.64,light rain
439,Pacific Grove,US,36.6177,-121.9166,52.02,92,100,4.61,overcast clouds
440,Mbandaka,CD,0.0487,18.2603,92.17,42,96,4.52,overcast clouds
441,Santa Cruz,BO,-17.8,-63.1667,75.25,57,75,5.75,broken clouds
442,Jibuti,DJ,11.5,42.5,79.56,53,12,15.48,few clouds
443,Qui Nhon,VN,13.7667,109.2333,78.69,89,50,4.23,scattered clouds
444,Ust-Kuyga,RU,70.0167,135.6,-4.99,100,100,6.11,overcast clouds
445,Acapulco,MX,16.8634,-99.8901,73.22,64,20,3.44,few clouds
446,Ipameri,BR,-17.7219,-48.1597,84.34,50,1,5.39,clear sky
447,Mayo,US,38.8876,-76.5119,45.55,51,20,17.0,few clouds
448,Bardiyah,LY,31.7561,25.0865,62.15,43,0,6.96,clear sky
449,Radnevo,BG,42.3,25.9333,72.07,39,6,1.81,clear sky
450,Southbridge,US,42.0751,-72.0334,44.46,65,71,7.0,broken clouds
451,Chibombo,ZM,-14.6569,28.0706,75.34,78,92,5.19,light rain
452,Ulladulla,AU,-35.35,150.4667,65.3,93,53,3.2,light rain
453,Anadyr,RU,64.75,177.4833,-3.5,77,100,6.71,light snow
454,Awjilah,LY,29.1081,21.2869,75.83,8,2,12.33,clear sky
455,Nago,JP,26.5881,127.9761,65.25,77,100,13.62,overcast clouds
456,Chumikan,RU,54.7183,135.315,8.53,96,100,3.24,overcast clouds
457,Sandeid,NO,59.5449,5.8636,47.48,89,100,2.35,overcast clouds
458,Vysokogornyy,RU,50.1167,139.15,18.61,95,100,6.17,light snow
459,Impfondo,CG,1.6381,18.0667,92.41,31,100,4.74,overcast clouds
460,Maningrida,AU,-12.0667,134.2667,76.51,88,92,2.91,overcast clouds
461,Tarakan,ID,3.3,117.6333,78.3,89,20,5.75,few clouds
462,Cuauhtemoc,MX,28.4167,-106.8667,59.38,15,17,3.13,few clouds
463,Makat,KZ,47.6469,53.3463,43.59,67,54,22.08,broken clouds
464,Oriximina,BR,-1.7656,-55.8661,83.01,73,100,4.23,overcast clouds
465,Javornik,CZ,50.3908,17.0027,57.72,37,19,2.44,few clouds
466,Porbandar,IN,21.6422,69.6093,84.69,45,5,14.56,clear sky
467,Saint-Joseph,RE,-21.3667,55.6167,80.98,84,79,3.94,light rain
468,Ambon,ID,-3.6954,128.1814,75.34,94,40,3.44,heavy intensity rain
469,Bastia,FR,42.6667,9.3333,67.8,51,0,4.61,clear sky
470,Akdepe,TM,42.0551,59.3788,51.89,41,85,8.03,overcast clouds
471,Gushikawa,JP,26.3544,127.8686,67.23,90,100,6.91,overcast clouds
472,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,29,0,20.71,clear sky
473,Tignere,CM,7.3667,12.65,92.7,8,53,9.98,broken clouds
474,Poiana Marului,RO,45.6,25.3,54.99,47,18,5.68,few clouds
475,Boddam,GB,57.4667,-1.7833,62.44,76,11,3.13,few clouds
476,Arrecife,ES,28.963,-13.5477,69.78,78,20,12.66,few clouds
477,West Helena,US,34.5507,-90.6418,53.28,55,96,12.37,overcast clouds
478,Yambio,SS,4.5721,28.3955,97.86,12,69,3.44,broken clouds
479,Coquimbo,CL,-29.9533,-71.3436,62.33,77,0,6.91,clear sky
480,Kaka,TM,37.3482,59.6143,57.33,36,5,8.21,clear sky
481,Sambava,MG,-14.2667,50.1667,80.17,81,34,5.61,scattered clouds
482,Yulara,AU,-25.2406,130.9889,76.84,20,9,9.22,clear sky
483,Yumen,CN,40.2833,97.2,50.94,16,30,8.01,scattered clouds
484,Kansk,RU,56.2017,95.7175,6.94,95,58,4.56,broken clouds
485,Batsfjord,NO,70.6345,29.7185,22.78,79,100,19.57,light snow
486,Nabire,ID,-3.3667,135.4833,75.61,95,100,1.97,moderate rain
487,Kudahuvadhoo,MV,2.6708,72.8944,82.98,64,0,7.11,clear sky
488,Nanortalik,GL,60.1432,-45.2371,29.97,84,100,4.65,light snow
489,Samarai,PG,-10.6167,150.6667,81.72,79,81,6.44,broken clouds
490,Shaoxing,CN,30.011,120.5715,57.15,84,100,0.43,light rain
491,Cascais,PT,38.6979,-9.4215,70.21,52,20,13.0,few clouds
492,Synya,RU,65.3718,58.0387,22.21,95,100,7.14,snow
493,Bilibino,RU,68.0546,166.4372,-6.43,100,100,1.32,overcast clouds
494,Dalianwan,CN,39.0286,121.695,41.04,28,0,0.0,clear sky
495,Slave Lake,CA,55.2834,-114.769,22.98,93,100,10.36,overcast clouds
496,Erdenet,MN,49.0333,104.0833,31.46,30,100,2.37,overcast clouds
497,Tateyama,JP,34.9833,139.8667,57.09,87,100,12.03,overcast clouds
498,Belmopan,BZ,17.25,-88.7667,70.18,65,93,2.59,overcast clouds
499,Ulaanbaatar,MN,47.9077,106.8832,28.53,24,0,4.47,clear sky
500,Sipe Sipe,BO,-17.45,-66.3833,63.16,57,40,1.88,scattered clouds
501,Concarneau,FR,47.875,-3.9225,67.82,65,9,8.16,clear sky
502,Staraya Poltavka,RU,50.4772,46.4814,31.48,87,53,9.24,broken clouds
503,Caramay,PH,10.1815,119.236,79.61,83,100,3.6,heavy intensity rain
504,Wyszkow,PL,52.5928,21.4584,52.14,34,42,8.52,scattered clouds
505,Djibo,BF,14.1022,-1.6306,104.38,7,62,15.52,broken clouds
506,Salalah,OM,17.0151,54.0924,84.29,48,0,4.61,clear sky
507,Balykshi,KZ,47.0667,51.8667,42.8,75,0,24.61,clear sky
508,Kiruna,SE,67.8557,20.2251,18.52,86,100,10.36,snow
509,Poptun,GT,16.3311,-89.4169,71.94,61,54,1.21,broken clouds
510,Madarounfa,NE,13.3087,7.156,97.03,6,28,18.01,scattered clouds
511,Miandrivazo,MG,-19.5167,45.4667,81.27,83,72,5.66,light rain
512,Bom Despacho,BR,-19.7364,-45.2522,84.09,55,5,3.56,clear sky
513,Dibrugarh,IN,27.4833,94.9,75.58,53,0,5.68,clear sky
514,Kavieng,PG,-2.5744,150.7967,80.87,79,99,6.33,light rain
515,Tatarka,RU,44.9589,41.9517,30.02,96,100,23.29,snow
516,Laguna,US,38.421,-121.4238,58.17,86,0,6.91,clear sky
517,Sandnessjoen,NO,66.0217,12.6316,43.65,94,75,13.8,broken clouds
518,Khipro,PK,25.8285,69.3772,94.12,7,1,15.66,clear sky
519,Abu Kamal,SY,34.4506,40.9171,59.79,34,1,18.19,clear sky
520,Raudeberg,NO,61.9875,5.1352,48.96,83,98,28.39,overcast clouds
521,Hangu,CN,39.2489,117.7892,46.44,30,0,10.0,clear sky
522,Hirara,JP,24.8,125.2833,68.85,79,100,22.39,overcast clouds
523,Sabha,LY,27.0377,14.4283,82.2,6,0,13.24,clear sky
524,Japura,ID,-0.3167,102.35,77.76,85,11,2.04,few clouds
525,Las Guacamayas,MX,18.0167,-102.2167,79.81,35,71,2.64,broken clouds
526,Hami,CN,42.8,93.45,54.66,18,100,7.7,overcast clouds
527,Jijiga,ET,9.35,42.8,72.23,27,11,20.71,few clouds
528,Fereydun Kenar,IR,36.6864,52.5225,55.62,71,0,9.22,clear sky
529,Shingu,JP,33.7333,135.9833,51.87,71,59,6.49,broken clouds
530,Dukat,RU,62.55,155.55,-14.58,100,97,1.86,overcast clouds
531,Zhengjiatun,CN,43.5064,123.5064,34.18,43,0,7.09,clear sky
532,Castro Verde,PT,37.6983,-8.0858,67.42,53,93,13.13,overcast clouds
533,Tadine,NC,-21.55,167.8833,76.33,77,69,11.97,broken clouds
534,Suozhen,CN,36.9539,118.1047,44.4,38,0,8.39,clear sky
535,Lakhnau,IN,26.85,80.9167,85.98,35,0,2.3,haze
536,Luba,GQ,3.4568,8.5547,87.69,75,72,3.47,light rain
537,San Rafael Del Sur,NI,11.8485,-86.4384,81.57,47,75,15.79,broken clouds
538,Zhaotong,CN,27.3167,103.7167,43.52,91,45,3.38,scattered clouds
539,Longyearbyen,SJ,78.2186,15.6401,6.64,66,20,10.36,few clouds
540,Ankang,CN,32.68,109.0172,55.42,52,7,4.81,clear sky
541,Rawson,AR,-43.3002,-65.1023,64.45,28,0,24.72,clear sky
542,West Bay,KY,19.3667,-81.4167,80.08,75,75,14.97,broken clouds
543,Fallon,US,39.4735,-118.7774,52.92,49,0,5.75,clear sky
544,Karatuzskoye,RU,53.6072,92.8667,13.17,94,100,3.47,overcast clouds
545,Pointe Michel,DM,15.25,-61.3833,86.94,54,20,4.61,few clouds
546,Rocha,UY,-34.4833,-54.3333,77.41,42,2,14.52,clear sky
547,Yar-Sale,RU,66.8333,70.8333,1.76,94,66,10.78,broken clouds
548,Kintampo,GH,8.0563,-1.7306,99.9,23,11,5.79,few clouds
549,Wuxue,CN,29.8506,115.5525,55.83,74,100,3.42,light rain
550,Mosoaia,RO,44.8167,24.7667,63.7,25,52,7.7,broken clouds
551,Shimanovsk,RU,52.0,127.7,16.3,90,11,1.48,few clouds
552,Xiaoweizhai,CN,26.1903,107.5125,50.58,87,100,3.69,overcast clouds
553,Tiquisio,CO,8.5597,-74.2669,86.43,66,99,2.19,overcast clouds
554,Ipora,BR,-16.4419,-51.1178,84.54,58,57,4.85,broken clouds
555,Lafia,NG,8.4833,8.5167,105.24,6,31,7.11,scattered clouds
556,Andros Town,BS,24.7,-77.7667,75.16,51,0,18.21,clear sky
557,Binzhou,CN,37.3667,118.0167,43.16,39,2,9.35,clear sky
558,Toora-Khem,RU,52.4675,96.11,13.71,96,100,2.3,overcast clouds
559,Belmonte,BR,-15.8631,-38.8828,84.65,61,52,8.93,broken clouds
560,Ho Chi Minh City,VN,10.75,106.6667,86.02,58,20,8.05,few clouds
561,Zambezi,ZM,-13.5432,23.1047,76.21,78,98,3.83,light rain
562,Ventspils,LV,57.3894,21.5606,39.13,60,0,20.71,clear sky
563,Mandurah,AU,-32.55,115.7,65.91,70,4,17.56,clear sky
564,Doha,QA,25.2867,51.5333,71.91,37,0,17.27,clear sky
565,Crailsheim,DE,49.1344,10.0719,66.88,43,0,4.74,clear sky
566,Chubbuck,US,42.9208,-112.4661,50.45,57,0,1.01,clear sky
567,Juba,SS,4.8517,31.5825,97.16,19,100,11.16,overcast clouds
568,Paredon,MX,16.0333,-93.8667,81.34,45,58,8.14,broken clouds
569,Boden,SE,65.8252,21.6886,24.8,94,100,11.95,light snow
570,Yerbogachen,RU,61.2767,108.0108,12.45,97,100,4.34,overcast clouds
571,Ahipara,NZ,-35.1667,173.1667,59.65,83,1,4.18,clear sky
572,Mucuri,BR,-18.0864,-39.5508,83.35,67,51,11.97,broken clouds
573,Ganzhou,CN,28.8184,115.4327,53.13,93,100,3.04,overcast clouds
574,Oktyabrskiy,RU,54.4815,53.471,33.57,97,100,18.19,light snow
575,Shalya,RU,57.2471,58.7298,35.71,84,100,14.9,overcast clouds
576,Lokosovo,RU,61.1333,74.8167,12.76,94,82,6.13,broken clouds
577,Almunecar,ES,36.7339,-3.6907,74.43,66,51,16.89,broken clouds
578,Oktyabrskoye,RU,43.0645,44.7417,55.54,19,40,13.42,scattered clouds
579,Caernarfon,GB,53.1413,-4.2702,62.62,58,20,8.05,few clouds
580,Manzanillo,CU,20.3433,-77.1167,80.82,53,74,13.62,broken clouds
581,Assiniboia,CA,49.6334,-105.9845,24.62,54,93,12.66,overcast clouds
582,Gornyy,RU,55.1153,83.9059,17.89,85,100,10.16,overcast clouds
583,Timbiqui,CO,2.7717,-77.6654,74.86,93,100,1.97,overcast clouds
584,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,71,29,12.8,scattered clouds
585,Tarko-Sale,RU,64.9225,77.785,9.82,97,33,9.04,scattered clouds
586,Irbeyskoye,RU,55.6428,95.4522,5.92,95,11,3.44,few clouds
587,Porciuncula,BR,-20.9628,-42.0408,90.52,55,0,3.47,clear sky
588,Galdar,ES,28.147,-15.6502,75.7,70,95,16.98,overcast clouds
589,Cabo Rojo,PR,18.0866,-67.1457,85.73,66,38,8.05,scattered clouds
590,Nainpur,IN,22.4333,80.1167,85.51,10,45,2.26,scattered clouds
591,Avera,US,33.194,-82.5271,56.71,32,1,16.06,clear sky
592,Carndonagh,IE,55.25,-7.2667,58.62,56,41,4.45,scattered clouds
593,Marrakesh,MA,31.6315,-8.0083,75.27,43,75,4.61,broken clouds
594,Dingzhou,CN,38.5131,114.9956,46.51,23,0,4.0,clear sky
595,Manadhoo,MV,5.7667,73.3833,83.07,71,17,9.26,few clouds
596,Ewa Beach,US,21.3156,-158.0072,72.09,78,0,4.61,clear sky
597,Pringsewu,ID,-5.3582,104.9744,73.89,96,68,0.56,moderate rain
598,Novobohdanivka,UA,47.0819,35.3272,38.68,47,96,20.92,overcast clouds
599,Dillon,US,34.4166,-79.3712,55.87,44,19,6.76,few clouds
600,Arco,IT,45.9177,10.8867,75.04,15,0,5.35,clear sky
601,Elin Pelin,BG,42.6667,23.6,66.02,22,0,13.8,clear sky
602,Port Hedland,AU,-20.3167,118.5667,84.25,74,100,6.91,overcast clouds
603,Yangjiang,CN,21.85,111.9667,67.19,81,88,8.7,light rain
604,Adrar,MR,20.5022,-10.0711,96.1,6,18,9.31,few clouds
605,Smithers,CA,54.7804,-127.1743,30.52,93,100,0.0,overcast clouds
606,Buraydah,SA,26.326,43.975,72.05,17,0,9.19,clear sky
607,Nurtingen,DE,48.6256,9.342,70.07,19,0,5.75,clear sky
608,Yenagoa,NG,4.9247,6.2642,92.7,50,94,7.4,overcast clouds
609,Lukovetskiy,RU,64.2956,41.9211,19.71,71,100,12.86,overcast clouds
610,Labuhan,ID,-6.8844,112.2051,79.23,86,93,6.78,overcast clouds
611,Bere,TD,9.3202,16.1552,103.1,6,94,6.85,overcast clouds
612,Manzhouli,CN,49.6,117.4333,24.1,43,30,4.92,scattered clouds
613,Benicarlo,ES,40.4165,0.4271,65.25,53,0,6.67,clear sky
614,Yeppoon,AU,-23.1333,150.7333,73.18,86,96,3.04,overcast clouds
615,Maldonado,UY,-34.6667,-54.9167,69.22,44,3,15.88,clear sky
616,Souillac,MU,-20.5167,57.5167,82.78,74,20,4.61,few clouds
617,Bodden Town,KY,19.2833,-81.25,80.01,71,75,14.97,broken clouds
618,Charters Towers,AU,-20.1,146.2667,72.03,87,11,5.66,few clouds
619,Simao,CN,22.7886,100.9748,61.34,73,41,2.57,scattered clouds
620,Nouakchott,MR,18.0858,-15.9785,73.33,56,4,14.99,clear sky
621,Boende,CD,-0.2167,20.8667,90.23,46,88,4.54,overcast clouds
622,Tambacounda,SN,13.7539,-13.7586,102.25,15,0,9.22,clear sky
623,Ceres,US,37.5949,-120.9577,56.05,77,0,0.0,clear sky
624,Bestobe,KZ,52.4994,73.0975,17.24,99,93,4.03,overcast clouds
625,Kudymkar,RU,59.0173,54.656,32.2,98,100,9.71,snow
626,Gondar,ET,12.6,37.4667,79.5,14,66,11.54,broken clouds
627,Salinas,US,36.6777,-121.6555,51.89,87,100,5.75,mist
628,La Ronge,CA,55.1001,-105.2842,5.25,39,75,8.05,broken clouds
629,Mogadishu,SO,2.0371,45.3438,85.87,79,20,12.66,few clouds
630,Uspenka,UA,48.3903,39.1619,33.96,65,100,20.69,light snow
631,Seoul,KR,37.5683,126.9778,42.4,36,0,4.61,clear sky
632,Marshfield,US,44.6689,-90.1718,17.55,43,68,12.03,broken clouds
633,Lagos,NG,6.5833,3.75,93.52,55,65,11.5,broken clouds
634,Arman,RU,59.7,150.1667,1.45,86,15,9.51,few clouds
635,Ust-Maya,RU,60.4167,134.5333,-8.97,100,86,1.01,overcast clouds
636,Salta,AR,-24.7859,-65.4117,72.57,51,0,2.3,clear sky
637,Vangaindrano,MG,-23.35,47.6,77.72,91,58,3.76,moderate rain
638,Eureka,US,40.8021,-124.1637,47.93,93,100,4.29,overcast clouds
639,Verkhnetulomskiy,RU,68.6073,31.7962,23.13,87,63,6.22,broken clouds
640,Hayden,US,47.766,-116.7866,45.18,79,0,13.8,clear sky
641,San Carlos,VE,9.6612,-68.5827,92.48,38,98,6.44,overcast clouds
642,Powell,US,40.1578,-83.0752,29.35,64,100,12.66,overcast clouds
643,Kjollefjord,NO,70.9457,27.3465,26.65,59,92,2.64,overcast clouds
644,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,76.51,50,22,12.44,few clouds
645,Okhotsk,RU,59.3833,143.3,-2.43,96,58,8.75,broken clouds
646,Bokoro,TD,12.3807,17.0568,97.57,6,53,15.39,broken clouds
647,Mayskiy,RU,47.6931,40.1025,36.81,53,95,18.37,light rain
648,Bud,US,39.447,-86.1758,34.93,53,20,11.74,few clouds
649,Chicama,PE,-7.8447,-79.1469,66.74,65,100,4.97,overcast clouds
650,Linjiang,CN,41.8069,126.9078,31.59,61,2,3.29,clear sky
651,Lata,PT,40.1629,-8.3327,74.07,45,91,11.83,overcast clouds
652,Townsville,AU,-19.25,146.8,77.88,83,100,6.91,overcast clouds
653,Toda Raisingh,IN,26.0252,75.4849,88.39,9,0,7.23,clear sky
654,Merauke,ID,-8.4667,140.3333,79.86,86,100,12.03,overcast clouds
655,Saurimo,AO,-9.6608,20.3916,82.72,61,75,5.75,broken clouds
656,Dobre Miasto,PL,53.9867,20.3975,47.41,43,98,9.93,overcast clouds
657,Jardim,BR,-21.4803,-56.1381,84.47,51,10,2.08,clear sky
658,Sioux Lookout,CA,50.1001,-91.917,-3.93,59,0,10.36,clear sky
659,Ukiah,US,39.1502,-123.2078,51.64,89,0,3.44,clear sky
660,Qasigiannguit,GL,68.8193,-51.1922,21.67,75,14,3.56,few clouds
661,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,83.86,78,85,3.11,overcast clouds
662,Gillette,US,44.2911,-105.5022,36.1,47,99,18.01,overcast clouds
663,Yarmouth,US,41.7057,-70.2286,49.14,67,0,12.66,clear sky
664,Mehamn,NO,71.0357,27.8492,20.43,66,81,3.42,light snow
665,Caibarien,CU,22.5206,-79.4669,76.3,51,6,15.3,clear sky
666,Thunder Bay,CA,48.4001,-89.3168,6.3,53,0,12.66,clear sky
667,Lashio,MM,22.9333,97.75,68.14,45,5,2.8,clear sky
668,Wanning,CN,18.8003,110.3967,72.34,94,92,8.72,overcast clouds
669,Sayyan,YE,15.1718,44.3244,63.12,16,8,18.03,clear sky
670,Tilichiki,RU,60.4667,166.1,-1.71,97,56,7.56,broken clouds
671,Green River,US,41.5286,-109.4662,52.61,40,100,3.74,overcast clouds
672,Kariba,ZW,-16.5167,28.8,78.69,74,92,2.46,light rain
673,Yilan,TW,24.757,121.753,64.36,99,100,2.86,overcast clouds
674,Carauari,BR,-4.8828,-66.8958,73.15,100,100,1.83,overcast clouds
675,Prince Rupert,CA,54.3161,-130.3201,40.69,100,0,13.8,mist
676,Sur,OM,22.5667,59.5289,82.06,46,0,6.26,clear sky
677,Pipri,IN,19.8,75.5333,91.98,25,2,0.0,clear sky
678,Savannah Bight,HN,16.45,-85.85,77.59,78,95,14.16,overcast clouds
679,Torres,BR,-29.3353,-49.7269,78.82,57,0,5.82,clear sky
680,Coromandel,BR,-18.4733,-47.2003,82.8,49,4,4.36,clear sky
681,Shieli,KZ,44.1667,66.75,42.57,57,56,7.43,broken clouds
682,Lucea,JM,18.451,-78.1736,80.85,67,74,11.07,broken clouds
683,Kungurtug,RU,50.5994,97.5228,19.38,94,100,1.54,overcast clouds
684,Rio Grande,BR,-32.035,-52.0986,78.91,54,0,10.98,clear sky
685,Santa Maria Del Monte,MX,19.2878,-99.8228,56.55,23,24,2.64,few clouds
686,Sebezh,RU,56.2955,28.4654,30.4,46,80,10.25,broken clouds
687,Pizarro,CO,4.9533,-77.366,78.03,87,100,0.6,light rain
688,Ust-Barguzin,RU,53.45,108.9833,10.53,93,41,1.99,scattered clouds
689,Ozernovskiy,RU,51.5,156.5167,35.47,91,100,11.16,light rain
690,Moerai,PF,-22.4333,-151.3333,79.79,75,84,6.26,broken clouds
691,Kruisfontein,ZA,-34.0033,24.7314,76.89,55,100,11.65,overcast clouds
692,Misratah,LY,32.3754,15.0925,71.96,32,100,18.43,overcast clouds
693,Djambala,CG,-2.5447,14.7533,83.79,57,67,5.64,broken clouds
694,Ferme-Neuve,CA,46.7001,-75.4493,16.16,79,100,11.68,light snow
695,Luau,AO,-10.7073,22.2247,77.45,77,86,2.84,light rain
696,Walvis Bay,NA,-22.9575,14.5053,65.08,68,11,8.88,few clouds
697,East Wenatchee Bench,US,47.4257,-120.2812,52.29,74,100,2.33,overcast clouds
698,Mount Gambier,AU,-37.8333,140.7667,58.91,72,40,5.75,scattered clouds
699,Matara,LK,5.9485,80.5353,79.72,83,12,6.89,few clouds
